account,classification,trades_count,total_pnl,avg_pnl,win_rate,avg_notional
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,886,-15013.458726,-16.945213009029345,0.2945823927765237,885.9731602708804
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,91,158.921877,1.7463942527472527,0.2857142857142857,321.0692307692308
0x8477e447846c758f5a675856001ea72298fd9cb5,Unknown,12175,46530.569384,3.821812680410678,0.24706365503080083,807.5775761806982
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,169,12245.905048999999,72.46097662130177,0.4437869822485207,2370.67449704142
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Unknown,2883,114333.037085,39.657661146375304,0.2761012833853625,3673.8507630939994
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,994,7471.942472,7.517044740442656,0.176056338028169,1138.8416498993965
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,459,4162.714013,9.06909371023965,0.3202614379084967,1050.2903921568627
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,244,-7983.980283,-32.72123066803279,0.06967213114754098,5882.512991803278
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Unknown,13908,102652.199054,7.380802347857348,0.36360368133448373,1209.2883894161635
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,1,0.0,0.0,0.0,0.01
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,79,-10669.833858,-135.06118807594936,0.24050632911392406,4954.550759493671
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,107,3897.615726,36.42631519626168,0.5046728971962616,218.34205607476633
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,63,34709.852428,550.9500385396825,0.7777777777777778,1148.4314285714286
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,11,-219.729659,-19.975423545454547,0.0,10138.676363636363
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Unknown,156,45128.579635,289.2857668910257,0.75,1686.9273076923075
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Greed,146,20925.513222,143.32543302739728,0.7191780821917808,3872.035205479452
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,21,0.0,0.0,0.0,7268.525238095238
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,44,0.0,0.0,0.0,1779.0295454545455
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Unknown,352,46920.106309,133.2957565596591,0.35511363636363635,2503.3870738636365
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Greed,2,55.01524,27.50762,1.0,3965.245
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,12,2020.0,168.33333333333334,0.08333333333333333,29007.956666666665
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Unknown,520,19683.816512999998,37.853493294230766,0.325,7869.802480769231
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,134,51285.54742,382.7279658208955,0.26865671641791045,3195.7847014925374
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,1046,921459.352427,880.9362833910134,0.5391969407265774,3405.10362332696
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,1389,97488.10994899999,70.18582429733621,0.320374370050396,2821.028164146868
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,2190,396682.891458,181.13374039178083,0.2908675799086758,6573.539890410959
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,518,16225.845905,31.324026843629344,0.3108108108108108,8571.148957528958
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Unknown,9456,660240.85053,69.82242497144671,0.3303722504230118,3151.3616804145518
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,11,23.807004,2.164273090909091,0.2727272727272727,3484.874545454545
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,329,40247.005281,122.33132304255318,0.47416413373860183,22197.82866261398
0xb899e522b5715391ae1d4f137653e7906c5e2115,Unknown,4498,-17782.311464,-3.953381828368163,0.43641618497109824,22573.504190751442
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Extreme Fear,833,3869.208803,4.644908527010804,0.5714285714285714,3820.5450540216084
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,985,9367.872074,9.510530024365483,0.21928934010152284,5714.95442639594
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,1126,244164.195721,216.84209211456482,1.0,3453.1653907637656
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Unknown,18248,682762.5296220001,37.41574581444542,0.4433910565541429,3032.4600980929417
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Fear,61,0.0,0.0,0.0,1834.7278688524589
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,17,0.0,0.0,0.0,637.4164705882353
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,513,165499.095482,322.61032257699804,0.5165692007797271,6920.071773879142
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,151,-120399.127323,-797.3452140596027,0.019867549668874173,14559.424966887416
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,52,0.0,0.0,0.0,2798.660769230769
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Unknown,1847,175419.09369399998,94.97514547590687,0.3232268543584191,7970.025381700055
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Fear,103,-3368.876326,-32.70753714563107,0.0,1989.066990291262
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Greed,1571,155490.182605,98.97529128262254,0.8701464035646085,2127.8415531508595
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,2471,19898.250955,8.0527118393363,0.3439902873330635,1716.6859692432215
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,684,15644.9129,22.872679678362573,0.5233918128654971,1663.0358918128657
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,929,27439.563808,29.536667177610333,0.5866523143164694,1820.603702906351
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Unknown,34426,620976.519135,18.038009618747456,0.4092255853134259,1844.2255574275257
